t,theta,omega,x,y
0.0000000000,-0.1572728231,0.3859348067,-0.1566252740,-0.9876581005
0.0000000000,-0.1568861207,0.3874694285,-0.1562433326,-0.9877185941
0.0000000000,-0.1564978855,0.3890002959,-0.1558598537,-0.9877791788
0.0000000000,-0.1561081213,0.3905273938,-0.1554748409,-0.9878398523
0.0000000000,-0.1557168320,0.3920507073,-0.1550882978,-0.9879006123
0.0000000000,-0.1553240212,0.3935702212,-0.1547002278,-0.9879614565
0.0000000000,-0.1549296928,0.3950859207,-0.1543106346,-0.9880223824
0.0000000000,-0.1545338506,0.3965977909,-0.1539195216,-0.9880833876
0.0000000000,-0.1541364985,0.3981058168,-0.1535268924,-0.9881444699
0.0000000000,-0.1537376403,0.3996099836,-0.1531327506,-0.9882056267
0.0000000000,-0.1533372798,0.4011102764,-0.1527370999,-0.9882668558
0.0000000000,-0.1529354210,0.4026066806,-0.1523399439,-0.9883281548
0.0000000000,-0.1525320678,0.4040991812,-0.1519412861,-0.9883895212
0.0000000000,-0.1521272240,0.4055877637,-0.1515411303,-0.9884509527
0.0000000000,-0.1517208935,0.4070724133,-0.1511394801,-0.9885124468
0.0000000000,-0.1513130804,0.4085531154,-0.1507363392,-0.9885740013
0.0000000000,-0.1509037886,0.4100298554,-0.1503317114,-0.9886356136
0.0000000000,-0.1504930221,0.4115026187,-0.1499256002,-0.9886972815
0.0000000000,-0.1500807847,0.4129713909,-0.1495180096,-0.9887590024
0.0000000000,-0.1496670806,0.4144361573,-0.1491089431,-0.9888207740
0.0000000000,-0.1492519137,0.4158969035,-0.1486984047,-0.9888825939
0.0000000000,-0.1488352882,0.4173536152,-0.1482863980,-0.9889444596
0.0000000000,-0.1484172079,0.4188062779,-0.1478729269,-0.9890063688
0.0000000000,-0.1479976770,0.4202548772,-0.1474579951,-0.9890683190
0.0000000000,-0.1475766995,0.4216993990,-0.1470416066,-0.9891303079
0.0000000000,-0.1471542795,0.4231398288,-0.1466237651,-0.9891923329
0.0000000000,-0.1467304212,0.4245761525,-0.1462044745,-0.9892543918
0.0000000000,-0.1463051286,0.4260083559,-0.1457837387,-0.9893164820
0.0000000000,-0.1458784059,0.4274364247,-0.1453615616,-0.9893786011
0.0000000000,-0.1454502571,0.4288603450,-0.1449379471,-0.9894407468
0.0000000000,-0.1450206865,0.4302801026,-0.1445128991,-0.9895029166
0.0000000000,-0.1445896983,0.4316956834,-0.1440864216,-0.9895651081
0.0000000000,-0.1441572966,0.4331070735,-0.1436585185,-0.9896273188
0.0000000000,-0.1437234856,0.4345142589,-0.1432291938,-0.9896895463
0.0000000000,-0.1432882695,0.4359172256,-0.1427984514,-0.9897517882
0.0000000000,-0.1428516525,0.4373159599,-0.1423662954,-0.9898140421
0.0000000000,-0.1424136390,0.4387104477,-0.1419327298,-0.9898763055
0.0000000000,-0.1419742330,0.4401006754,-0.1414977586,-0.9899385760
0.0000000000,-0.1415334390,0.4414866292,-0.1410613858,-0.9900008512
0.0000000000,-0.1410912612,0.4428682953,-0.1406236157,-0.9900631287
0.0000000000,-0.1406477039,0.4442456600,-0.1401844521,-0.9901254059
0.0000000000,-0.1402027713,0.4456187097,-0.1397438992,-0.9901876805
0.0000000000,-0.1397564679,0.4469874307,-0.1393019611,-0.9902499501
0.0000000000,-0.1393087979,0.4483518096,-0.1388586420,-0.9903122122
0.0000000000,-0.1388597657,0.4497118328,-0.1384139460,-0.9903744643
0.0000000000,-0.1384093757,0.4510674868,-0.1379678772,-0.9904367041
0.0000000000,-0.1379576322,0.4524187581,-0.1375204398,-0.9904989291
0.0000000000,-0.1375045397,0.4537656333,-0.1370716380,-0.9905611370
0.0000000000,-0.1370501024,0.4551080992,-0.1366214760,-0.9906233251
0.0000000000,-0.1365943249,0.4564461422,-0.1361699580,-0.9906854912
0.0000000000,-0.1361372116,0.4577797493,-0.1357170882,-0.9907476328
0.0000000000,-0.1356787669,0.4591089071,-0.1352628710,-0.9908097475
0.0000000000,-0.1352189953,0.4604336024,-0.1348073105,-0.9908718328
0.0000000000,-0.1347579012,0.4617538222,-0.1343504111,-0.9909338863
0.0000000000,-0.1342954891,0.4630695531,-0.1338921769,-0.9909959056
0.0000000000,-0.1338317636,0.4643807823,-0.1334326124,-0.9910578883
0.0000000000,-0.1333667291,0.4656874967,-0.1329717219,-0.9911198319
0.0000000000,-0.1329003901,0.4669896832,-0.1325095096,-0.9911817340
0.0000000000,-0.1324327512,0.4682873289,-0.1320459801,-0.9912435922
0.0000000000,-0.1319638170,0.4695804210,-0.1315811375,-0.9913054041
0.0000000000,-0.1314935919,0.4708689466,-0.1311149863,-0.9913671673
0.0000000000,-0.1310220806,0.4721528928,-0.1306475309,-0.9914288793
0.0000000000,-0.1305492877,0.4734322469,-0.1301787757,-0.9914905377
0.0000000000,-0.1300752177,0.4747069961,-0.1297087252,-0.9915521401
0.0000000000,-0.1295998752,0.4759771279,-0.1292373838,-0.9916136842
0.0000000000,-0.1291232649,0.4772426294,-0.1287647558,-0.9916751674
0.0000000000,-0.1286453915,0.4785034882,-0.1282908459,-0.9917365874
0.0000000000,-0.1281662595,0.4797596916,-0.1278156585,-0.9917979418
0.0000000000,-0.1276858737,0.4810112272,-0.1273391981,-0.9918592282
0.0000000000,-0.1272042386,0.4822580825,-0.1268614692,-0.9919204442
0.0000000000,-0.1267213591,0.4835002451,-0.1263824763,-0.9919815874
0.0000000000,-0.1262372397,0.4847377026,-0.1259022240,-0.9920426553
0.0000000000,-0.1257518852,0.4859704427,-0.1254207168,-0.9921036457
0.0000000000,-0.1252653004,0.4871984530,-0.1249379594,-0.9921645561
0.0000000000,-0.1247774899,0.4884217213,-0.1244539563,-0.9922253841
0.0000000000,-0.1242884585,0.4896402355,-0.1239687121,-0.9922861273
0.0000000000,-0.1237982110,0.4908539834,-0.1234822314,-0.9923467834
0.0000000000,-0.1233067522,0.4920629529,-0.1229945189,-0.9924073500
0.0000000000,-0.1228140867,0.4932671319,-0.1225055792,-0.9924678247
0.0000000000,-0.1223202195,0.4944665084,-0.1220154169,-0.9925282052
0.0000000000,-0.1218251553,0.4956610704,-0.1215240368,-0.9925884890
0.0000000000,-0.1213288990,0.4968508060,-0.1210314436,-0.9926486738
0.0000000000,-0.1208314553,0.4980357033,-0.1205376418,-0.9927087573
0.0000000000,-0.1203328292,0.4992157506,-0.1200426363,-0.9927687372
0.0000000000,-0.1198330254,0.5003909360,-0.1195464318,-0.9928286109
0.0000000000,-0.1193320489,0.5015612477,-0.1190490330,-0.9928883763
0.0000000000,-0.1188299046,0.5027266741,-0.1185504447,-0.9929480309
0.0000000000,-0.1183265972,0.5038872035,-0.1180506717,-0.9930075724
0.0000000000,-0.1178221318,0.5050428244,-0.1175497187,-0.9930669986
0.0000000000,-0.1173165132,0.5061935252,-0.1170475906,-0.9931263069
0.0000000000,-0.1168097464,0.5073392943,-0.1165442921,-0.9931854952
0.0000000000,-0.1163018363,0.5084801204,-0.1160398281,-0.9932445612
0.0000000000,-0.1157927878,0.5096159919,-0.1155342035,-0.9933035024
0.0000000000,-0.1152826059,0.5107468977,-0.1150274231,-0.9933623166
0.0000000000,-0.1147712957,0.5118728262,-0.1145194917,-0.9934210014
0.0000000000,-0.1142588619,0.5129937663,-0.1140104143,-0.9934795546
0.0000000000,-0.1137453098,0.5141097068,-0.1135001957,-0.9935379739
0.0000000000,-0.1132306442,0.5152206365,-0.1129888409,-0.9935962570
0.0000000000,-0.1127148702,0.5163265442,-0.1124763547,-0.9936544015
0.0000000000,-0.1121979928,0.5174274189,-0.1119627422,-0.9937124053
0.0000000000,-0.1116800170,0.5185232495,-0.1114480083,-0.9937702659
0.0000000000,-0.1111609480,0.5196140251,-0.1109321579,-0.9938279813
0.0000000000,-0.1106407907,0.5206997348,-0.1104151961,-0.9938855490
0.0000000000,-0.1101195502,0.5217803677,-0.1098971277,-0.9939429668
0.0000000000,-0.1095972316,0.5228559129,-0.1093779579,-0.9940002326
0.0000000000,-0.1090738401,0.5239263596,-0.1088576916,-0.9940573439
0.0000000000,-0.1085493806,0.5249916972,-0.1083363339,-0.9941142986
0.0000000000,-0.1080238584,0.5260519149,-0.1078138898,-0.9941710945
0.0000000000,-0.1074972785,0.5271070022,-0.1072903643,-0.9942277293
0.0000000000,-0.1069696461,0.5281569484,-0.1067657627,-0.9942842008
0.0000000000,-0.1064409663,0.5292017429,-0.1062400898,-0.9943405067
0.0000000000,-0.1059112443,0.5302413754,-0.1057133509,-0.9943966449
0.0000000000,-0.1053804853,0.5312758354,-0.1051855510,-0.9944526132
0.0000000000,-0.1048486944,0.5323051125,-0.1046566953,-0.9945084093
0.0000000000,-0.1043158768,0.5333291963,-0.1041267889,-0.9945640310
0.0000000000,-0.1037820377,0.5343480767,-0.1035958370,-0.9946194763
0.0000000000,-0.1032471824,0.5353617433,-0.1030638446,-0.9946747428
0.0000000000,-0.1027113160,0.5363701859,-0.1025308171,-0.9947298284
0.0000000000,-0.1021744438,0.5373733945,-0.1019967595,-0.9947847310
0.0000000000,-0.1016365709,0.5383713590,-0.1014616771,-0.9948394484
0.0000000000,-0.1010977028,0.5393640693,-0.1009255751,-0.9948939784
0.0000000000,-0.1005578446,0.5403515155,-0.1003884587,-0.9949483189
0.0000000000,-0.1000170015,0.5413336876,-0.0998503332,-0.9950024678
0.0000000000,-0.0994751789,0.5423105757,-0.0993112038,-0.9950564229
0.0000000000,-0.0989323821,0.5432821701,-0.0987710757,-0.9951101821
0.0000000000,-0.0983886164,0.5442484610,-0.0982299543,-0.9951637433
0.0000000000,-0.0978438870,0.5452094386,-0.0976878448,-0.9952171044
0.0000000000,-0.0972981993,0.5461650933,-0.0971447526,-0.9952702633
0.0000000000,-0.0967515586,0.5471154154,-0.0966006828,-0.9953232179
0.0000000000,-0.0962039702,0.5480603955,-0.0960556410,-0.9953759661
0.0000000000,-0.0956554396,0.5490000239,-0.0955096323,-0.9954285058
0.0000000000,-0.0951059720,0.5499342913,-0.0949626622,-0.9954808350
0.0000000000,-0.0945555728,0.5508631882,-0.0944147360,-0.9955329516
0.0000000000,-0.0940042474,0.5517867053,-0.0938658591,-0.9955848535
0.0000000000,-0.0934520012,0.5527048333,-0.0933160368,-0.9956365387
0.0000000000,-0.0928988395,0.5536175629,-0.0927652746,-0.9956880053
0.0000000000,-0.0923447678,0.5545248849,-0.0922135779,-0.9957392510
0.0000000000,-0.0917897915,0.5554267903,-0.0916609521,-0.9957902740
0.0000000000,-0.0912339161,0.5563232698,-0.0911074025,-0.9958410723
0.0000000000,-0.0906771468,0.5572143145,-0.0905529348,-0.9958916437
0.0000000000,-0.0901194892,0.5580999154,-0.0899975542,-0.9959419864
0.0000000000,-0.0895609488,0.5589800636,-0.0894412663,-0.9959920983
0.0000000000,-0.0890015309,0.5598547501,-0.0888840766,-0.9960419775
0.0000000000,-0.0884412411,0.5607239662,-0.0883259905,-0.9960916220
0.0000000000,-0.0878800848,0.5615877031,-0.0877670135,-0.9961410298
0.0000000000,-0.0873180675,0.5624459521,-0.0872071512,-0.9961901991
0.0000000000,-0.0867551948,0.5632987045,-0.0866464091,-0.9962391278
0.0000000000,-0.0861914720,0.5641459518,-0.0860847926,-0.9962878141
0.0000000000,-0.0856269047,0.5649876853,-0.0855223074,-0.9963362560
0.0000000000,-0.0850614984,0.5658238967,-0.0849589591,-0.9963844515
0.0000000000,-0.0844952587,0.5666545773,-0.0843947530,-0.9964323989
0.0000000000,-0.0839281911,0.5674797189,-0.0838296950,-0.9964800963
0.0000000000,-0.0833603012,0.5682993132,-0.0832637904,-0.9965275416
0.0000000000,-0.0827915944,0.5691133517,-0.0826970450,-0.9965747331
0.0000000000,-0.0822220763,0.5699218264,-0.0821294643,-0.9966216690
0.0000000000,-0.0816517526,0.5707247291,-0.0815610540,-0.9966683473
0.0000000000,-0.0810806287,0.5715220516,-0.0809918196,-0.9967147662
0.0000000000,-0.0805087103,0.5723137859,-0.0804217669,-0.9967609239
0.0000000000,-0.0799360030,0.5730999240,-0.0798509015,-0.9968068186
0.0000000000,-0.0793625123,0.5738804580,-0.0792792290,-0.9968524484
0.0000000000,-0.0787882440,0.5746553799,-0.0787067551,-0.9968978116
0.0000000000,-0.0782132035,0.5754246819,-0.0781334855,-0.9969429063
0.0000000000,-0.0776373965,0.5761883563,-0.0775594259,-0.9969877308
0.0000000000,-0.0770608286,0.5769463953,-0.0769845820,-0.9970322834
0.0000000000,-0.0764835056,0.5776987912,-0.0764089594,-0.9970765622
0.0000000000,-0.0759054329,0.5784455366,-0.0758325640,-0.9971205655
0.0000000000,-0.0753266164,0.5791866236,-0.0752554015,-0.9971642917
0.0000000000,-0.0747470616,0.5799220450,-0.0746774775,-0.9972077388
0.0000000000,-0.0741667742,0.5806517933,-0.0740987979,-0.9972509053
0.0000000000,-0.0735857599,0.5813758610,-0.0735193684,-0.9972937894
0.0000000000,-0.0730040243,0.5820942409,-0.0729391947,-0.9973363895
0.0000000000,-0.0724215733,0.5828069256,-0.0723582828,-0.9973787039
0.0000000000,-0.0718384124,0.5835139080,-0.0717766382,-0.9974207308
0.0000000000,-0.0712545474,0.5842151809,-0.0711942670,-0.9974624686
0.0000000000,-0.0706699839,0.5849107371,-0.0706111747,-0.9975039158
0.0000000000,-0.0700847278,0.5856005698,-0.0700273674,-0.9975450706
0.0000000000,-0.0694987847,0.5862846718,-0.0694428508,-0.9975859314
0.0000000000,-0.0689121604,0.5869630362,-0.0688576307,-0.9976264966
0.0000000000,-0.0683248606,0.5876356562,-0.0682717130,-0.9976667646
0.0000000000,-0.0677368910,0.5883025249,-0.0676851035,-0.9977067338
0.0000000000,-0.0671482574,0.5889636357,-0.0670978081,-0.9977464027
0.0000000000,-0.0665589656,0.5896189817,-0.0665098328,-0.9977857697
0.0000000000,-0.0659690214,0.5902685564,-0.0659211832,-0.9978248331
0.0000000000,-0.0653784304,0.5909123531,-0.0653318655,-0.9978635916
0.0000000000,-0.0647871986,0.5915503654,-0.0647418854,-0.9979020434
0.0000000000,-0.0641953316,0.5921825868,-0.0641512488,-0.9979401872
0.0000000000,-0.0636028354,0.5928090108,-0.0635599617,-0.9979780214
0.0000000000,-0.0630097156,0.5934296311,-0.0629680301,-0.9980155446
0.0000000000,-0.0624159780,0.5940444415,-0.0623754597,-0.9980527551
0.0000000000,-0.0618216286,0.5946534356,-0.0617822567,-0.9980896517
0.0000000000,-0.0612266731,0.5952566073,-0.0611884268,-0.9981262327
0.0000000000,-0.0606311173,0.5958539505,-0.0605939762,-0.9981624968
0.0000000000,-0.0600349672,0.5964454591,-0.0599989107,-0.9981984426
0.0000000000,-0.0594382284,0.5970311271,-0.0594032363,-0.9982340685
0.0000000000,-0.0588409068,0.5976109486,-0.0588069590,-0.9982693732
0.0000000000,-0.0582430084,0.5981849177,-0.0582100849,-0.9983043554
0.0000000000,-0.0576445390,0.5987530285,-0.0576126198,-0.9983390136
0.0000000000,-0.0570455043,0.5993152754,-0.0570145699,-0.9983733464
0.0000000000,-0.0564459104,0.5998716525,-0.0564159410,-0.9984073525
0.0000000000,-0.0558457630,0.6004221543,-0.0558167393,-0.9984410306
0.0000000000,-0.0552450680,0.6009667751,-0.0552169708,-0.9984743793
0.0000000000,-0.0546438314,0.6015055094,-0.0546166415,-0.9985073973
0.0000000000,-0.0540420590,0.6020383518,-0.0540157574,-0.9985400833
0.0000000000,-0.0534397567,0.6025652968,-0.0534143247,-0.9985724360
0.0000000000,-0.0528369303,0.6030863391,-0.0528123493,-0.9986044541
0.0000000000,-0.0522335859,0.6036014733,-0.0522098373,-0.9986361364
0.0000000000,-0.0516297294,0.6041106943,-0.0516067948,-0.9986674816
0.0000000000,-0.0510253665,0.6046139969,-0.0510032279,-0.9986984884
0.0000000000,-0.0504205033,0.6051113760,-0.0503991427,-0.9987291557
0.0000000000,-0.0498151458,0.6056028264,-0.0497945452,-0.9987594822
0.0000000000,-0.0492092997,0.6060883433,-0.0491894416,-0.9987894667
0.0000000000,-0.0486029710,0.6065679216,-0.0485838379,-0.9988191081
0.0000000000,-0.0479961658,0.6070415566,-0.0479777403,-0.9988484051
0.0000000000,-0.0473888899,0.6075092433,-0.0473711550,-0.9988773567
0.0000000000,-0.0467811493,0.6079709771,-0.0467640879,-0.9989059616
0.0000000000,-0.0461729499,0.6084267532,-0.0461565454,-0.9989342187
0.0000000000,-0.0455642978,0.6088765669,-0.0455485334,-0.9989621270
0.0000000000,-0.0449551988,0.6093204139,-0.0449400581,-0.9989896852
0.0000000000,-0.0443456590,0.6097582894,-0.0443311258,-0.9990168924
0.0000000000,-0.0437356842,0.6101901891,-0.0437217425,-0.9990437474
0.0000000000,-0.0431252806,0.6106161085,-0.0431119145,-0.9990702492
0.0000000000,-0.0425144540,0.6110360434,-0.0425016478,-0.9990963967
0.0000000000,-0.0419032105,0.6114499894,-0.0418909487,-0.9991221889
0.0000000000,-0.0412915560,0.6118579424,-0.0412798234,-0.9991476248
0.0000000000,-0.0406794966,0.6122598982,-0.0406682780,-0.9991727034
0.0000000000,-0.0400670382,0.6126558527,-0.0400563187,-0.9991974236
0.0000000000,-0.0394541869,0.6130458018,-0.0394439517,-0.9992217845
0.0000000000,-0.0388409486,0.6134297417,-0.0388311833,-0.9992457852
0.0000000000,-0.0382273294,0.6138076684,-0.0382180196,-0.9992694246
0.0000000000,-0.0376133353,0.6141795780,-0.0376044669,-0.9992927019
0.0000000000,-0.0369989723,0.6145454668,-0.0369905314,-0.9993156161
0.0000000000,-0.0363842464,0.6149053310,-0.0363762192,-0.9993381663
0.0000000000,-0.0357691636,0.6152591670,-0.0357615367,-0.9993603517
0.0000000000,-0.0351537300,0.6156069711,-0.0351464901,-0.9993821713
0.0000000000,-0.0345379517,0.6159487399,-0.0345310855,-0.9994036242
0.0000000000,-0.0339218346,0.6162844699,-0.0339153294,-0.9994247097
0.0000000000,-0.0333053848,0.6166141576,-0.0332992278,-0.9994454269
0.0000000000,-0.0326886083,0.6169377996,-0.0326827870,-0.9994657750
0.0000000000,-0.0320715112,0.6172553928,-0.0320660134,-0.9994857532
0.0000000000,-0.0314540995,0.6175669337,-0.0314489132,-0.9995053606
0.0000000000,-0.0308363793,0.6178724194,-0.0308314926,-0.9995245965
0.0000000000,-0.0302183567,0.6181718466,-0.0302137579,-0.9995434602
0.0000000000,-0.0296000376,0.6184652123,-0.0295957154,-0.9995619509
0.0000000000,-0.0289814283,0.6187525135,-0.0289773714,-0.9995800678
0.0000000000,-0.0283625346,0.6190337474,-0.0283587322,-0.9995978103
0.0000000000,-0.0277433628,0.6193089109,-0.0277398040,-0.9996151776
0.0000000000,-0.0271239188,0.6195780014,-0.0271205931,-0.9996321691
0.0000000000,-0.0265042088,0.6198410161,-0.0265011059,-0.9996487840
0.0000000000,-0.0258842388,0.6200979522,-0.0258813486,-0.9996650218
0.0000000000,-0.0252640150,0.6203488073,-0.0252613275,-0.9996808817
0.0000000000,-0.0246435433,0.6205935786,-0.0246410490,-0.9996963633
0.0000000000,-0.0240228298,0.6208322638,-0.0240205193,-0.9997114657
0.0000000000,-0.0234018808,0.6210648604,-0.0233997448,-0.9997261885
0.0000000000,-0.0227807021,0.6212913660,-0.0227787318,-0.9997405310
0.0000000000,-0.0221593001,0.6215117784,-0.0221574866,-0.9997544928
0.0000000000,-0.0215376806,0.6217260952,-0.0215360155,-0.9997680731
0.0000000000,-0.0209158499,0.6219343143,-0.0209143249,-0.9997812716
0.0000000000,-0.0202938140,0.6221364335,-0.0202924211,-0.9997940876
0.0000000000,-0.0196715791,0.6223324509,-0.0196703104,-0.9998065207
0.0000000000,-0.0190491511,0.6225223644,-0.0190479991,-0.9998185704
0.0000000000,-0.0184265364,0.6227061720,-0.0184254936,-0.9998302362
0.0000000000,-0.0178037408,0.6228838719,-0.0178028003,-0.9998415176
0.0000000000,-0.0171807707,0.6230554624,-0.0171799254,-0.9998524142
0.0000000000,-0.0165576319,0.6232209415,-0.0165568754,-0.9998629255
0.0000000000,-0.0159343308,0.6233803077,-0.0159336565,-0.9998730512
0.0000000000,-0.0153108734,0.6235335593,-0.0153102752,-0.9998827909
0.0000000000,-0.0146872657,0.6236806948,-0.0146867377,-0.9998921441
0.0000000000,-0.0140635140,0.6238217126,-0.0140630504,-0.9999011104
0.0000000000,-0.0134396243,0.6239566114,-0.0134392198,-0.9999096896
0.0000000000,-0.0128156028,0.6240853897,-0.0128152520,-0.9999178813
0.0000000000,-0.0121914556,0.6242080462,-0.0121911536,-0.9999256851
0.0000000000,-0.0115671888,0.6243245797,-0.0115669308,-0.9999331008
0.0000000000,-0.0109428085,0.6244349890,-0.0109425901,-0.9999401281
0.0000000000,-0.0103183209,0.6245392729,-0.0103181378,-0.9999467666
0.0000000000,-0.0096937320,0.6246374305,-0.0096935802,-0.9999530161
0.0000000000,-0.0090690480,0.6247294607,-0.0090689237,-0.9999588765
0.0000000000,-0.0084442751,0.6248153625,-0.0084441748,-0.9999643473
0.0000000000,-0.0078194194,0.6248951351,-0.0078193397,-0.9999694285
0.0000000000,-0.0071944869,0.6249687777,-0.0071944248,-0.9999741198
0.0000000000,-0.0065694838,0.6250362895,-0.0065694366,-0.9999784210
0.0000000000,-0.0059444163,0.6250976698,-0.0059443813,-0.9999823320
0.0000000000,-0.0053192905,0.6251529180,-0.0053192655,-0.9999858526
0.0000000000,-0.0046941126,0.6252020336,-0.0046940953,-0.9999889827
0.0000000000,-0.0040688885,0.6252450160,-0.0040688773,-0.9999917221
0.0000000000,-0.0034436246,0.6252818648,-0.0034436178,-0.9999940707
0.0000000000,-0.0028183268,0.6253125797,-0.0028183231,-0.9999960285
0.0000000000,-0.0021930015,0.6253371602,-0.0021929997,-0.9999975954
0.0000000000,-0.0015676546,0.6253556063,-0.0015676539,-0.9999987712
0.0000000000,-0.0009422923,0.6253679176,-0.0009422921,-0.9999995560
0.0000000000,-0.0003169208,0.6253740940,-0.0003169208,-0.9999999498
0.0000000000,0.0003084539,0.6253741355,0.0003084539,-0.9999999524
0.0000000000,0.0009338255,0.6253680421,0.0009338253,-0.9999995640
0.0000000000,0.0015591879,0.6253558139,0.0015591873,-0.9999987845
0.0000000000,0.0021845350,0.6253374509,0.0021845333,-0.9999976139
0.0000000000,0.0028098608,0.6253129534,0.0028098571,-0.9999960523
0.0000000000,0.0034351589,0.6252823216,0.0034351521,-0.9999940998
0.0000000000,0.0040604234,0.6252455559,0.0040604122,-0.9999917565
0.0000000000,0.0046856480,0.6252026565,0.0046856308,-0.9999890224
0.0000000000,0.0053108266,0.6251536240,0.0053108017,-0.9999858976
0.0000000000,0.0059359532,0.6250984587,0.0059359183,-0.9999823823
0.0000000000,0.0065610215,0.6250371614,0.0065609744,-0.9999784766
0.0000000000,0.0071860255,0.6249697326,0.0071859636,-0.9999741806
0.0000000000,0.0078109589,0.6248961731,0.0078108795,-0.9999694946
0.0000000000,0.0084358158,0.6248164834,0.0084357157,-0.9999644187
0.0000000000,0.0090605898,0.6247306646,0.0090604659,-0.9999589531
0.0000000000,0.0096852750,0.6246387174,0.0096851236,-0.9999530981
0.0000000000,0.0103098652,0.6245406428,0.0103096826,-0.9999468538
0.0000000000,0.0109343543,0.6244364418,0.0109341364,-0.9999402205
0.0000000000,0.0115587361,0.6243261154,0.0115584787,-0.9999331986
0.0000000000,0.0121830045,0.6242096648,0.0121827031,-0.9999257881
0.0000000000,0.0128071534,0.6240870912,0.0128068033,-0.9999179895
0.0000000000,0.0134311766,0.6239583958,0.0134307728,-0.9999098031
0.0000000000,0.0140550681,0.6238235799,0.0140546054,-0.9999012292
0.0000000000,0.0146788217,0.6236826449,0.0146782946,-0.9998922680
0.0000000000,0.0153024314,0.6235355922,0.0153018342,-0.9998829201
0.0000000000,0.0159258909,0.6233824234,0.0159252177,-0.9998731857
0.0000000000,0.0165491942,0.6232231400,0.0165484388,-0.9998630652
0.0000000000,0.0171723351,0.6230577436,0.0171714911,-0.9998525591
0.0000000000,0.0177953076,0.6228862359,0.0177943684,-0.9998416677
0.0000000000,0.0184181056,0.6227086187,0.0184170643,-0.9998303915
0.0000000000,0.0190407228,0.6225248937,0.0190395723,-0.9998187309
0.0000000000,0.0196631533,0.6223350629,0.0196618862,-0.9998066864
0.0000000000,0.0202853909,0.6221391282,0.0202839997,-0.9997942585
0.0000000000,0.0209074295,0.6219370915,0.0209059064,-0.9997814477
0.0000000000,0.0215292631,0.6217289550,0.0215275999,-0.9997682544
0.0000000000,0.0221508854,0.6215147207,0.0221490740,-0.9997546792
0.0000000000,0.0227722905,0.6212943909,0.0227703223,-0.9997407226
0.0000000000,0.0233934722,0.6210679677,0.0233913385,-0.9997263852
0.0000000000,0.0240144244,0.6208354536,0.0240121163,-0.9997116676
0.0000000000,0.0246351410,0.6205968508,0.0246326493,-0.9996965703
0.0000000000,0.0252556161,0.6203521618,0.0252529313,-0.9996810939
0.0000000000,0.0258758433,0.6201013891,0.0258729559,-0.9996652390
0.0000000000,0.0264958168,0.6198445353,0.0264927168,-0.9996490064
0.0000000000,0.0271155304,0.6195816029,0.0271122077,-0.9996323965
0.0000000000,0.0277349780,0.6193125947,0.0277314224,-0.9996154102
0.0000000000,0.0283541535,0.6190375133,0.0283503544,-0.9995980479
0.0000000000,0.0289730510,0.6187563617,0.0289689976,-0.9995803105
0.0000000000,0.0295916642,0.6184691426,0.0295873457,-0.9995621987
0.0000000000,0.0302099873,0.6181758589,0.0302053923,-0.9995437130
0.0000000000,0.0308280139,0.6178765138,0.0308231312,-0.9995248544
0.0000000000,0.0314457383,0.6175711101,0.0314405561,-0.9995056235
0.0000000000,0.0320631541,0.6172596511,0.0320576607,-0.9994860211
0.0000000000,0.0326802555,0.6169421399,0.0326744388,-0.9994660480
0.0000000000,0.0332970364,0.6166185797,0.0332908841,-0.9994457049
0.0000000000,0.0339134907,0.6162889739,0.0339069903,-0.9994249927
0.0000000000,0.0345296123,0.6159533257,0.0345227512,-0.9994039122
0.0000000000,0.0351453953,0.6156116386,0.0351381605,-0.9993824642
0.0000000000,0.0357608336,0.6152639162,0.0357532120,-0.9993606495
0.0000000000,0.0363759211,0.6149101618,0.0363678995,-0.9993384691
0.0000000000,0.0369906519,0.6145503792,0.0369822167,-0.9993159238
0.0000000000,0.0376050199,0.6141845719,0.0375961574,-0.9992930146
0.0000000000,0.0382190191,0.6138127438,0.0382097154,-0.9992697422
0.0000000000,0.0388326434,0.6134348986,0.0388228843,-0.9992461076
0.0000000000,0.0394458869,0.6130510401,0.0394356582,-0.9992221119
0.0000000000,0.0400587435,0.6126611723,0.0400480306,-0.9991977558
0.0000000000,0.0406712072,0.6122652991,0.0406599954,-0.9991730405
0.0000000000,0.0412832721,0.6118634245,0.0412715465,-0.9991479667
0.0000000000,0.0418949320,0.6114555527,0.0418826776,-0.9991225357
0.0000000000,0.0425061812,0.6110416878,0.0424933825,-0.9990967483
0.0000000000,0.0431170134,0.6106218340,0.0431036550,-0.9990706056
0.0000000000,0.0437274228,0.6101959955,0.0437134891,-0.9990441086
0.0000000000,0.0443374034,0.6097641768,0.0443228784,-0.9990172583
0.0000000000,0.0449469492,0.6093263821,0.0449318169,-0.9989900559
0.0000000000,0.0455560542,0.6088826160,0.0455402983,-0.9989625024
0.0000000000,0.0461647124,0.6084328830,0.0461483166,-0.9989345989
0.0000000000,0.0467729180,0.6079771876,0.0467558656,-0.9989063465
0.0000000000,0.0473806648,0.6075155345,0.0473629391,-0.9988777463
0.0000000000,0.0479879471,0.6070479283,0.0479695311,-0.9988487994
0.0000000000,0.0485947587,0.6065743739,0.0485756353,-0.9988195070
0.0000000000,0.0492010938,0.6060948759,0.0491812457,-0.9987898703
0.0000000000,0.0498069465,0.6056094395,0.0497863561,-0.9987598904
0.0000000000,0.0504123107,0.6051180693,0.0503909605,-0.9987295686
