t,theta,omega,x,y
0.0000000000,-0.1994220159,0.0474310856,-0.1981028347,-0.9801812419
0.0000000000,-0.1993736132,0.0493742433,-0.1980553911,-0.9801908294
0.0000000000,-0.1993232675,0.0513169262,-0.1980060425,-0.9802007994
0.0000000000,-0.1992709795,0.0532591156,-0.1979547894,-0.9802111514
0.0000000000,-0.1992167495,0.0552007929,-0.1979016323,-0.9802218851
0.0000000000,-0.1991605781,0.0571419394,-0.1978465715,-0.9802329999
0.0000000000,-0.1991024658,0.0590825364,-0.1977896076,-0.9802444956
0.0000000000,-0.1990424132,0.0610225653,-0.1977307410,-0.9802563716
0.0000000000,-0.1989804209,0.0629620074,-0.1976699723,-0.9802686275
0.0000000000,-0.1989164894,0.0649008439,-0.1976073018,-0.9802812628
0.0000000000,-0.1988506194,0.0668390564,-0.1975427303,-0.9802942771
0.0000000000,-0.1987828115,0.0687766261,-0.1974762581,-0.9803076698
0.0000000000,-0.1987130663,0.0707135344,-0.1974078860,-0.9803214404
0.0000000000,-0.1986413846,0.0726497626,-0.1973376143,-0.9803355884
0.0000000000,-0.1985677670,0.0745852922,-0.1972654439,-0.9803501133
0.0000000000,-0.1984922143,0.0765201044,-0.1971913751,-0.9803650145
0.0000000000,-0.1984147271,0.0784541807,-0.1971154088,-0.9803802913
0.0000000000,-0.1983353062,0.0803875025,-0.1970375455,-0.9803959433
0.0000000000,-0.1982539523,0.0823200512,-0.1969577859,-0.9804119698
0.0000000000,-0.1981706663,0.0842518081,-0.1968761306,-0.9804283703
0.0000000000,-0.1980854490,0.0861827547,-0.1967925804,-0.9804451440
0.0000000000,-0.1979983011,0.0881128723,-0.1967071359,-0.9804622903
0.0000000000,-0.1979092235,0.0900421425,-0.1966197979,-0.9804798086
0.0000000000,-0.1978182171,0.0919705466,-0.1965305672,-0.9804976982
0.0000000000,-0.1977252827,0.0938980660,-0.1964394444,-0.9805159584
0.0000000000,-0.1976304213,0.0958246823,-0.1963464303,-0.9805345885
0.0000000000,-0.1975336337,0.0977503768,-0.1962515258,-0.9805535878
0.0000000000,-0.1974349208,0.0996751310,-0.1961547316,-0.9805729556
0.0000000000,-0.1973342837,0.1015989265,-0.1960560486,-0.9805926911
0.0000000000,-0.1972317233,0.1035217445,-0.1959554776,-0.9806127935
0.0000000000,-0.1971272406,0.1054435667,-0.1958530194,-0.9806332621
0.0000000000,-0.1970208365,0.1073643746,-0.1957486749,-0.9806540961
0.0000000000,-0.1969125122,0.1092841496,-0.1956424451,-0.9806752947
0.0000000000,-0.1968022686,0.1112028732,-0.1955343307,-0.9806968571
0.0000000000,-0.1966901068,0.1131205270,-0.1954243327,-0.9807187824
0.0000000000,-0.1965760279,0.1150370925,-0.1953124522,-0.9807410698
0.0000000000,-0.1964600330,0.1169525512,-0.1951986899,-0.9807637185
0.0000000000,-0.1963421232,0.1188668846,-0.1950830468,-0.9807867275
0.0000000000,-0.1962222996,0.1207800744,-0.1949655241,-0.9808100960
0.0000000000,-0.1961005634,0.1226921020,-0.1948461225,-0.9808338231
0.0000000000,-0.1959769158,0.1246029492,-0.1947248433,-0.9808579079
0.0000000000,-0.1958513579,0.1265125973,-0.1946016873,-0.9808823494
0.0000000000,-0.1957238910,0.1284210281,-0.1944766557,-0.9809071467
0.0000000000,-0.1955945162,0.1303282232,-0.1943497495,-0.9809322988
0.0000000000,-0.1954632349,0.1322341641,-0.1942209697,-0.9809578049
0.0000000000,-0.1953300483,0.1341388325,-0.1940903176,-0.9809836638
0.0000000000,-0.1951949577,0.1360422100,-0.1939577941,-0.9810098746
0.0000000000,-0.1950579644,0.1379442783,-0.1938234004,-0.9810364363
0.0000000000,-0.1949190696,0.1398450190,-0.1936871377,-0.9810633479
0.0000000000,-0.1947782748,0.1417444138,-0.1935490072,-0.9810906084
0.0000000000,-0.1946355812,0.1436424444,-0.1934090099,-0.9811182166
0.0000000000,-0.1944909903,0.1455390925,-0.1932671471,-0.9811461715
0.0000000000,-0.1943445035,0.1474343398,-0.1931234201,-0.9811744721
0.0000000000,-0.1941961221,0.1493281679,-0.1929778299,-0.9812031172
0.0000000000,-0.1940458477,0.1512205587,-0.1928303780,-0.9812321057
0.0000000000,-0.1938936815,0.1531114938,-0.1926810654,-0.9812614366
0.0000000000,-0.1937396252,0.1550009551,-0.1925298936,-0.9812911087
0.0000000000,-0.1935836801,0.1568889243,-0.1923768637,-0.9813211209
0.0000000000,-0.1934258478,0.1587753831,-0.1922219772,-0.9813514719
0.0000000000,-0.1932661298,0.1606603134,-0.1920652353,-0.9813821607
0.0000000000,-0.1931045277,0.1625436970,-0.1919066393,-0.9814131861
0.0000000000,-0.1929410430,0.1644255156,-0.1917461907,-0.9814445468
0.0000000000,-0.1927756772,0.1663057512,-0.1915838907,-0.9814762416
0.0000000000,-0.1926084320,0.1681843855,-0.1914197408,-0.9815082694
0.0000000000,-0.1924393090,0.1700614004,-0.1912537425,-0.9815406288
0.0000000000,-0.1922683097,0.1719367779,-0.1910858970,-0.9815733187
0.0000000000,-0.1920954360,0.1738104997,-0.1909162058,-0.9816063378
0.0000000000,-0.1919206893,0.1756825478,-0.1907446705,-0.9816396848
0.0000000000,-0.1917440714,0.1775529041,-0.1905712924,-0.9816733584
0.0000000000,-0.1915655841,0.1794215506,-0.1903960731,-0.9817073573
0.0000000000,-0.1913852289,0.1812884691,-0.1902190140,-0.9817416802
0.0000000000,-0.1912030077,0.1831536416,-0.1900401167,-0.9817763259
0.0000000000,-0.1910189222,0.1850170501,-0.1898593827,-0.9818112929
0.0000000000,-0.1908329742,0.1868786767,-0.1896768135,-0.9818465799
0.0000000000,-0.1906451655,0.1887385032,-0.1894924108,-0.9818821855
0.0000000000,-0.1904554978,0.1905965118,-0.1893061761,-0.9819181084
0.0000000000,-0.1902639730,0.1924526844,-0.1891181110,-0.9819543472
0.0000000000,-0.1900705930,0.1943070032,-0.1889282172,-0.9819909005
0.0000000000,-0.1898753597,0.1961594501,-0.1887364962,-0.9820277669
0.0000000000,-0.1896782748,0.1980100072,-0.1885429497,-0.9820649450
0.0000000000,-0.1894793403,0.1998586568,-0.1883475794,-0.9821024332
0.0000000000,-0.1892785581,0.2017053808,-0.1881503869,-0.9821402303
0.0000000000,-0.1890759302,0.2035501614,-0.1879513740,-0.9821783346
0.0000000000,-0.1888714584,0.2053929808,-0.1877505423,-0.9822167448
0.0000000000,-0.1886651449,0.2072338211,-0.1875478937,-0.9822554594
0.0000000000,-0.1884569915,0.2090726645,-0.1873434298,-0.9822944769
0.0000000000,-0.1882470002,0.2109094933,-0.1871371525,-0.9823337957
0.0000000000,-0.1880351731,0.2127442895,-0.1869290634,-0.9823734144
0.0000000000,-0.1878215123,0.2145770356,-0.1867191644,-0.9824133314
0.0000000000,-0.1876060198,0.2164077136,-0.1865074573,-0.9824535451
0.0000000000,-0.1873886976,0.2182363060,-0.1862939440,-0.9824940542
0.0000000000,-0.1871695479,0.2200627949,-0.1860786262,-0.9825348568
0.0000000000,-0.1869485727,0.2218871627,-0.1858615058,-0.9825759516
0.0000000000,-0.1867257742,0.2237093918,-0.1856425848,-0.9826173369
0.0000000000,-0.1865011546,0.2255294644,-0.1854218650,-0.9826590110
0.0000000000,-0.1862747160,0.2273473629,-0.1851993483,-0.9827009725
0.0000000000,-0.1860464606,0.2291630697,-0.1849750367,-0.9827432197
0.0000000000,-0.1858163906,0.2309765672,-0.1847489321,-0.9827857509
0.0000000000,-0.1855845082,0.2327878379,-0.1845210364,-0.9828285645
0.0000000000,-0.1853508157,0.2345968641,-0.1842913517,-0.9828716588
0.0000000000,-0.1851153153,0.2364036284,-0.1840598799,-0.9829150323
0.0000000000,-0.1848780092,0.2382081131,-0.1838266230,-0.9829586831
0.0000000000,-0.1846388998,0.2400103009,-0.1835915831,-0.9830026097
0.0000000000,-0.1843979894,0.2418101742,-0.1833547622,-0.9830468103
0.0000000000,-0.1841552802,0.2436077155,-0.1831161623,-0.9830912832
0.0000000000,-0.1839107747,0.2454029075,-0.1828757856,-0.9831360267
0.0000000000,-0.1836644752,0.2471957326,-0.1826336341,-0.9831810391
0.0000000000,-0.1834163841,0.2489861736,-0.1823897100,-0.9832263186
0.0000000000,-0.1831665037,0.2507742129,-0.1821440153,-0.9832718636
0.0000000000,-0.1829148364,0.2525598334,-0.1818965523,-0.9833176721
0.0000000000,-0.1826613848,0.2543430175,-0.1816473230,-0.9833637425
0.0000000000,-0.1824061512,0.2561237481,-0.1813963296,-0.9834100730
0.0000000000,-0.1821491381,0.2579020077,-0.1811435744,-0.9834566617
0.0000000000,-0.1818903480,0.2596777793,-0.1808890594,-0.9835035069
0.0000000000,-0.1816297834,0.2614510453,-0.1806327871,-0.9835506068
0.0000000000,-0.1813674468,0.2632217888,-0.1803747595,-0.9835979596
0.0000000000,-0.1811033407,0.2649899924,-0.1801149790,-0.9836455634
0.0000000000,-0.1808374677,0.2667556390,-0.1798534478,-0.9836934163
0.0000000000,-0.1805698303,0.2685187113,-0.1795901682,-0.9837415166
0.0000000000,-0.1803004311,0.2702791923,-0.1793251426,-0.9837898623
0.0000000000,-0.1800292728,0.2720370649,-0.1790583732,-0.9838384517
0.0000000000,-0.1797563578,0.2737923119,-0.1787898623,-0.9838872827
0.0000000000,-0.1794816890,0.2755449163,-0.1785196124,-0.9839363536
0.0000000000,-0.1792052689,0.2772948611,-0.1782476258,-0.9839856624
0.0000000000,-0.1789271002,0.2790421291,-0.1779739049,-0.9840352073
0.0000000000,-0.1786471855,0.2807867034,-0.1776984520,-0.9840849862
0.0000000000,-0.1783655277,0.2825285671,-0.1774212697,-0.9841349974
0.0000000000,-0.1780821293,0.2842677031,-0.1771423603,-0.9841852387
0.0000000000,-0.1777969932,0.2860040945,-0.1768617264,-0.9842357084
0.0000000000,-0.1775101220,0.2877377245,-0.1765793703,-0.9842864045
0.0000000000,-0.1772215187,0.2894685761,-0.1762952946,-0.9843373249
0.0000000000,-0.1769311858,0.2911966326,-0.1760095017,-0.9843884677
0.0000000000,-0.1766391263,0.2929218770,-0.1757219942,-0.9844398310
0.0000000000,-0.1763453430,0.2946442925,-0.1754327746,-0.9844914127
0.0000000000,-0.1760498387,0.2963638624,-0.1751418455,-0.9845432108
0.0000000000,-0.1757526162,0.2980805699,-0.1748492094,-0.9845952234
0.0000000000,-0.1754536785,0.2997943983,-0.1745548689,-0.9846474484
0.0000000000,-0.1751530284,0.3015053309,-0.1742588267,-0.9846998839
0.0000000000,-0.1748506688,0.3032133509,-0.1739610853,-0.9847525277
0.0000000000,-0.1745466027,0.3049184418,-0.1736616473,-0.9848053778
0.0000000000,-0.1742408329,0.3066205869,-0.1733605155,-0.9848584323
0.0000000000,-0.1739333625,0.3083197696,-0.1730576925,-0.9849116890
0.0000000000,-0.1736241944,0.3100159733,-0.1727531809,-0.9849651458
0.0000000000,-0.1733133315,0.3117091815,-0.1724469835,-0.9850188008
0.0000000000,-0.1730007770,0.3133993776,-0.1721391030,-0.9850726517
0.0000000000,-0.1726865338,0.3150865452,-0.1718295421,-0.9851266966
0.0000000000,-0.1723706049,0.3167706678,-0.1715183036,-0.9851809334
0.0000000000,-0.1720529935,0.3184517289,-0.1712053902,-0.9852353599
0.0000000000,-0.1717337025,0.3201297121,-0.1708908047,-0.9852899740
0.0000000000,-0.1714127351,0.3218046010,-0.1705745500,-0.9853447736
0.0000000000,-0.1710900943,0.3234763793,-0.1702566287,-0.9853997566
0.0000000000,-0.1707657834,0.3251450306,-0.1699370438,-0.9854549209
0.0000000000,-0.1704398053,0.3268105387,-0.1696157981,-0.9855102643
0.0000000000,-0.1701121634,0.3284728871,-0.1692928945,-0.9855657847
0.0000000000,-0.1697828606,0.3301320598,-0.1689683358,-0.9856214798
0.0000000000,-0.1694519003,0.3317880405,-0.1686421250,-0.9856773477
0.0000000000,-0.1691192856,0.3334408129,-0.1683142649,-0.9857333860
0.0000000000,-0.1687850197,0.3350903610,-0.1679847585,-0.9857895926
0.0000000000,-0.1684491060,0.3367366685,-0.1676536087,-0.9858459654
0.0000000000,-0.1681115475,0.3383797194,-0.1673208185,-0.9859025021
0.0000000000,-0.1677723476,0.3400194976,-0.1669863908,-0.9859592006
0.0000000000,-0.1674315096,0.3416559871,-0.1666503288,-0.9860160587
0.0000000000,-0.1670890367,0.3432891717,-0.1663126353,-0.9860730740
0.0000000000,-0.1667449324,0.3449190356,-0.1659733134,-0.9861302446
0.0000000000,-0.1663991998,0.3465455628,-0.1656323661,-0.9861875680
0.0000000000,-0.1660518424,0.3481687374,-0.1652897965,-0.9862450421
0.0000000000,-0.1657028634,0.3497885433,-0.1649456078,-0.9863026647
0.0000000000,-0.1653522664,0.3514049649,-0.1645998028,-0.9863604336
0.0000000000,-0.1650000546,0.3530179862,-0.1642523849,-0.9864183464
0.0000000000,-0.1646462316,0.3546275914,-0.1639033570,-0.9864764009
0.0000000000,-0.1642908006,0.3562337648,-0.1635527224,-0.9865345949
0.0000000000,-0.1639337652,0.3578364906,-0.1632004842,-0.9865929262
0.0000000000,-0.1635751288,0.3594357531,-0.1628466456,-0.9866513923
0.0000000000,-0.1632148948,0.3610315366,-0.1624912097,-0.9867099912
0.0000000000,-0.1628530669,0.3626238254,-0.1621341798,-0.9867687205
0.0000000000,-0.1624896484,0.3642126040,-0.1617755591,-0.9868275779
0.0000000000,-0.1621246428,0.3657978567,-0.1614153508,-0.9868865611
0.0000000000,-0.1617580538,0.3673795680,-0.1610535582,-0.9869456679
0.0000000000,-0.1613898849,0.3689577223,-0.1606901846,-0.9870048959
0.0000000000,-0.1610201396,0.3705323042,-0.1603252332,-0.9870642429
0.0000000000,-0.1606488215,0.3721032982,-0.1599587073,-0.9871237065
0.0000000000,-0.1602759342,0.3736706889,-0.1595906103,-0.9871832845
0.0000000000,-0.1599014813,0.3752344609,-0.1592209455,-0.9872429744
0.0000000000,-0.1595254665,0.3767945988,-0.1588497162,-0.9873027741
0.0000000000,-0.1591478933,0.3783510872,-0.1584769259,-0.9873626811
0.0000000000,-0.1587687655,0.3799039110,-0.1581025779,-0.9874226931
0.0000000000,-0.1583880867,0.3814530547,-0.1577266756,-0.9874828079
0.0000000000,-0.1580058606,0.3829985033,-0.1573492224,-0.9875430230
0.0000000000,-0.1576220909,0.3845402414,-0.1569702217,-0.9876033361
0.0000000000,-0.1572367814,0.3860782540,-0.1565896771,-0.9876637449
0.0000000000,-0.1568499357,0.3876125258,-0.1562075919,-0.9877242471
0.0000000000,-0.1564615576,0.3891430419,-0.1558239696,-0.9877848402
0.0000000000,-0.1560716509,0.3906697871,-0.1554388138,-0.9878455219
0.0000000000,-0.1556802193,0.3921927464,-0.1550521280,-0.9879062899
0.0000000000,-0.1552872666,0.3937119049,-0.1546639157,-0.9879671418
0.0000000000,-0.1548927967,0.3952272475,-0.1542741803,-0.9880280751
0.0000000000,-0.1544968134,0.3967387593,-0.1538829256,-0.9880890877
0.0000000000,-0.1540993205,0.3982464255,-0.1534901551,-0.9881501770
0.0000000000,-0.1537003219,0.3997502312,-0.1530958723,-0.9882113407
0.0000000000,-0.1532998213,0.4012501616,-0.1527000808,-0.9882725764
0.0000000000,-0.1528978228,0.4027462019,-0.1523027844,-0.9883338818
0.0000000000,-0.1524943302,0.4042383373,-0.1519039866,-0.9883952544
0.0000000000,-0.1520893475,0.4057265532,-0.1515036911,-0.9884566918
0.0000000000,-0.1516828784,0.4072108348,-0.1511019016,-0.9885181917
0.0000000000,-0.1512749271,0.4086911676,-0.1506986217,-0.9885797517
0.0000000000,-0.1508654974,0.4101675369,-0.1502938552,-0.9886413693
0.0000000000,-0.1504545934,0.4116399282,-0.1498876058,-0.9887030422
0.0000000000,-0.1500422189,0.4131083269,-0.1494798772,-0.9887647679
0.0000000000,-0.1496283780,0.4145727186,-0.1490706731,-0.9888265442
0.0000000000,-0.1492130748,0.4160330887,-0.1486599974,-0.9888883684
0.0000000000,-0.1487963132,0.4174894229,-0.1482478538,-0.9889502383
0.0000000000,-0.1483780973,0.4189417068,-0.1478342461,-0.9890121514
0.0000000000,-0.1479584311,0.4203899261,-0.1474191782,-0.9890741054
0.0000000000,-0.1475373188,0.4218340663,-0.1470026538,-0.9891360977
0.0000000000,-0.1471147644,0.4232741134,-0.1465846769,-0.9891981260
0.0000000000,-0.1466907720,0.4247100530,-0.1461652512,-0.9892601879
0.0000000000,-0.1462653456,0.4261418709,-0.1457443807,-0.9893222809
0.0000000000,-0.1458384896,0.4275695530,-0.1453220692,-0.9893844026
0.0000000000,-0.1454102079,0.4289930852,-0.1448983207,-0.9894465507
0.0000000000,-0.1449805048,0.4304124534,-0.1444731391,-0.9895087226
0.0000000000,-0.1445493844,0.4318276435,-0.1440465283,-0.9895709159
0.0000000000,-0.1441168509,0.4332386416,-0.1436184922,-0.9896331283
0.0000000000,-0.1436829085,0.4346454337,-0.1431890350,-0.9896953573
0.0000000000,-0.1432475615,0.4360480058,-0.1427581604,-0.9897576004
0.0000000000,-0.1428108139,0.4374463442,-0.1423258727,-0.9898198553
0.0000000000,-0.1423726702,0.4388404348,-0.1418921756,-0.9898821195
0.0000000000,-0.1419331345,0.4402302640,-0.1414570734,-0.9899443906
0.0000000000,-0.1414922111,0.4416158180,-0.1410205700,-0.9900066661
0.0000000000,-0.1410499043,0.4429970831,-0.1405826695,-0.9900689436
0.0000000000,-0.1406062183,0.4443740455,-0.1401433761,-0.9901312207
0.0000000000,-0.1401611576,0.4457466916,-0.1397026937,-0.9901934949
0.0000000000,-0.1397147264,0.4471150078,-0.1392606265,-0.9902557639
0.0000000000,-0.1392669291,0.4484789805,-0.1388171786,-0.9903180251
0.0000000000,-0.1388177699,0.4498385963,-0.1383723542,-0.9903802762
0.0000000000,-0.1383672533,0.4511938416,-0.1379261575,-0.9904425148
0.0000000000,-0.1379153837,0.4525447031,-0.1374785925,-0.9905047383
0.0000000000,-0.1374621654,0.4538911672,-0.1370296635,-0.9905669444
0.0000000000,-0.1370076028,0.4552332206,-0.1365793747,-0.9906291306
0.0000000000,-0.1365517004,0.4565708501,-0.1361277304,-0.9906912945
0.0000000000,-0.1360944626,0.4579040423,-0.1356747346,-0.9907534337
0.0000000000,-0.1356358938,0.4592327840,-0.1352203918,-0.9908155457
0.0000000000,-0.1351759985,0.4605570620,-0.1347647061,-0.9908776282
0.0000000000,-0.1347147812,0.4618768631,-0.1343076818,-0.9909396786
0.0000000000,-0.1342522463,0.4631921743,-0.1338493233,-0.9910016946
0.0000000000,-0.1337883983,0.4645029825,-0.1333896348,-0.9910636737
0.0000000000,-0.1333232418,0.4658092746,-0.1329286207,-0.9911256135
0.0000000000,-0.1328567813,0.4671110377,-0.1324662852,-0.9911875117
0.0000000000,-0.1323890213,0.4684082588,-0.1320026329,-0.9912493657
0.0000000000,-0.1319199663,0.4697009251,-0.1315376679,-0.9913111731
0.0000000000,-0.1314496209,0.4709890236,-0.1310713948,-0.9913729316
0.0000000000,-0.1309779898,0.4722725416,-0.1306038179,-0.9914346387
0.0000000000,-0.1305050774,0.4735514662,-0.1301349416,-0.9914962920
0.0000000000,-0.1300308884,0.4748257849,-0.1296647703,-0.9915578891
0.0000000000,-0.1295554274,0.4760954848,-0.1291933085,-0.9916194275
0.0000000000,-0.1290786989,0.4773605534,-0.1287205607,-0.9916809050
0.0000000000,-0.1286007078,0.4786209780,-0.1282465313,-0.9917423190
0.0000000000,-0.1281214585,0.4798767462,-0.1277712249,-0.9918036671
0.0000000000,-0.1276409559,0.4811278453,-0.1272946458,-0.9918649470
0.0000000000,-0.1271592044,0.4823742630,-0.1268167987,-0.9919261563
0.0000000000,-0.1266762089,0.4836159868,-0.1263376880,-0.9919872926
0.0000000000,-0.1261919740,0.4848530043,-0.1258573184,-0.9920483534
0.0000000000,-0.1257065045,0.4860853032,-0.1253756943,-0.9921093364
0.0000000000,-0.1252198050,0.4873128713,-0.1248928204,-0.9921702391
0.0000000000,-0.1247318803,0.4885356963,-0.1244087012,-0.9922310593
0.0000000000,-0.1242427352,0.4897537660,-0.1239233413,-0.9922917945
0.0000000000,-0.1237523744,0.4909670682,-0.1234367454,-0.9923524424
0.0000000000,-0.1232608026,0.4921755909,-0.1229489181,-0.9924130005
0.0000000000,-0.1227680248,0.4933793220,-0.1224598641,-0.9924734665
0.0000000000,-0.1222740456,0.4945782494,-0.1219695879,-0.9925338380
0.0000000000,-0.1217788699,0.4957723613,-0.1214780943,-0.9925941127
0.0000000000,-0.1212825025,0.4969616457,-0.1209853880,-0.9926542882
0.0000000000,-0.1207849482,0.4981460907,-0.1204914737,-0.9927143621
0.0000000000,-0.1202862119,0.4993256845,-0.1199963560,-0.9927743321
0.0000000000,-0.1197862985,0.5005004153,-0.1195000398,-0.9928341959
0.0000000000,-0.1192852127,0.5016702713,-0.1190025298,-0.9928939510
0.0000000000,-0.1187829595,0.5028352410,-0.1185038306,-0.9929535952
0.0000000000,-0.1182795439,0.5039953126,-0.1180039472,-0.9930131260
0.0000000000,-0.1177749706,0.5051504746,-0.1175028843,-0.9930725412
0.0000000000,-0.1172692445,0.5063007154,-0.1170006467,-0.9931318385
0.0000000000,-0.1167623708,0.5074460235,-0.1164972392,-0.9931910155
0.0000000000,-0.1162543541,0.5085863874,-0.1159926667,-0.9932500699
0.0000000000,-0.1157451996,0.5097217958,-0.1154869339,-0.9933089993
0.0000000000,-0.1152349122,0.5108522373,-0.1149800458,-0.9933678015
0.0000000000,-0.1147234968,0.5119777005,-0.1144720072,-0.9934264742
0.0000000000,-0.1142109585,0.5130981743,-0.1139628230,-0.9934850150
0.0000000000,-0.1136973021,0.5142136474,-0.1134524981,-0.9935434216
0.0000000000,-0.1131825328,0.5153241086,-0.1129410375,-0.9936016919
0.0000000000,-0.1126666556,0.5164295468,-0.1124284460,-0.9936598233
0.0000000000,-0.1121496754,0.5175299510,-0.1119147285,-0.9937178138
0.0000000000,-0.1116315974,0.5186253101,-0.1113998902,-0.9937756610
0.0000000000,-0.1111124265,0.5197156132,-0.1108839358,-0.9938333627
0.0000000000,-0.1105921678,0.5208008493,-0.1103668704,-0.9938909165
0.0000000000,-0.1100708265,0.5218810076,-0.1098486990,-0.9939483203
0.0000000000,-0.1095484075,0.5229560772,-0.1093294266,-0.9940055717
0.0000000000,-0.1090249160,0.5240260474,-0.1088090582,-0.9940626685
0.0000000000,-0.1085003571,0.5250909074,-0.1082875988,-0.9941196085
0.0000000000,-0.1079747359,0.5261506465,-0.1077650535,-0.9941763894
0.0000000000,-0.1074480576,0.5272052542,-0.1072414274,-0.9942330090
0.0000000000,-0.1069203271,0.5282547198,-0.1067167255,-0.9942894651
0.0000000000,-0.1063915498,0.5292990328,-0.1061909529,-0.9943457555
0.0000000000,-0.1058617308,0.5303381828,-0.1056641147,-0.9944018780
0.0000000000,-0.1053308752,0.5313721593,-0.1051362160,-0.9944578302
0.0000000000,-0.1047989882,0.5324009519,-0.1046072620,-0.9945136101
0.0000000000,-0.1042660750,0.5334245503,-0.1040772577,-0.9945692155
0.0000000000,-0.1037321408,0.5344429443,-0.1035462084,-0.9946246441
0.0000000000,-0.1031971909,0.5354561235,-0.1030141192,-0.9946798939
0.0000000000,-0.1026612303,0.5364640779,-0.1024809953,-0.9947349625
0.0000000000,-0.1021242645,0.5374667973,-0.1019468418,-0.9947898479
0.0000000000,-0.1015862985,0.5384642716,-0.1014116640,-0.9948445479
0.0000000000,-0.1010473377,0.5394564908,-0.1008754670,-0.9948990603
0.0000000000,-0.1005073873,0.5404434450,-0.1003382562,-0.9949533830
0.0000000000,-0.0999664525,0.5414251241,-0.0998000367,-0.9950075139
0.0000000000,-0.0994245388,0.5424015184,-0.0992608138,-0.9950614508
0.0000000000,-0.0988816513,0.5433726180,-0.0987205928,-0.9951151916
0.0000000000,-0.0983377953,0.5443384132,-0.0981793789,-0.9951687342
0.0000000000,-0.0977929762,0.5452988942,-0.0976371774,-0.9952220765
0.0000000000,-0.0972471993,0.5462540514,-0.0970939937,-0.9952752164
0.0000000000,-0.0967004699,0.5472038752,-0.0965498330,-0.9953281518
0.0000000000,-0.0961527933,0.5481483559,-0.0960047006,-0.9953808806
0.0000000000,-0.0956041750,0.5490874842,-0.0954586019,-0.9954334007
0.0000000000,-0.0950546201,0.5500212506,-0.0949115423,-0.9954857102
0.0000000000,-0.0945041342,0.5509496456,-0.0943635271,-0.9955378068
0.0000000000,-0.0939527226,0.5518726599,-0.0938145617,-0.9955896886
0.0000000000,-0.0934003907,0.5527902842,-0.0932646515,-0.9956413535
0.0000000000,-0.0928471439,0.5537025092,-0.0927138018,-0.9956927995
0.0000000000,-0.0922929875,0.5546093259,-0.0921620181,-0.9957440245
0.0000000000,-0.0917379270,0.5555107250,-0.0916093058,-0.9957950266
0.0000000000,-0.0911819679,0.5564066975,-0.0910556703,-0.9958458038
0.0000000000,-0.0906251154,0.5572972343,-0.0905011170,-0.9958963540
0.0000000000,-0.0900673752,0.5581823264,-0.0899456515,-0.9959466752
0.0000000000,-0.0895087526,0.5590619650,-0.0893892792,-0.9959967654
0.0000000000,-0.0889492531,0.5599361411,-0.0888320055,-0.9960466228
0.0000000000,-0.0883888821,0.5608048460,-0.0882738360,-0.9960962453
0.0000000000,-0.0878276452,0.5616680709,-0.0877147762,-0.9961456309
0.0000000000,-0.0872655478,0.5625258070,-0.0871548315,-0.9961947778
0.0000000000,-0.0867025955,0.5633780458,-0.0865940075,-0.9962436840
0.0000000000,-0.0861387936,0.5642247786,-0.0860323097,-0.9962923475
0.0000000000,-0.0855741477,0.5650659969,-0.0854697436,-0.9963407665
0.0000000000,-0.0850086634,0.5659016921,-0.0849063149,-0.9963889390
0.0000000000,-0.0844423462,0.5667318560,-0.0843420291,-0.9964368631
0.0000000000,-0.0838752016,0.5675564800,-0.0837768918,-0.9964845370
0.0000000000,-0.0833072351,0.5683755558,-0.0832109085,-0.9965319587
0.0000000000,-0.0827384523,0.5691890752,-0.0826440848,-0.9965791264
0.0000000000,-0.0821688588,0.5699970300,-0.0820764265,-0.9966260383
0.0000000000,-0.0815984601,0.5707994120,-0.0815079390,-0.9966726925
0.0000000000,-0.0810272618,0.5715962131,-0.0809386280,-0.9967190871
0.0000000000,-0.0804552695,0.5723874252,-0.0803684991,-0.9967652203
0.0000000000,-0.0798824888,0.5731730404,-0.0797975581,-0.9968110903
0.0000000000,-0.0793089253,0.5739530507,-0.0792258105,-0.9968566953
0.0000000000,-0.0787345846,0.5747274482,-0.0786532621,-0.9969020335
0.0000000000,-0.0781594723,0.5754962251,-0.0780799185,-0.9969471031
0.0000000000,-0.0775835940,0.5762593736,-0.0775057854,-0.9969919023
0.0000000000,-0.0770069554,0.5770168860,-0.0769308685,-0.9970364294
0.0000000000,-0.0764295621,0.5777687547,-0.0763551736,-0.9970806825
0.0000000000,-0.0758514198,0.5785149720,-0.0757787063,-0.9971246600
0.0000000000,-0.0752725341,0.5792555304,-0.0752014724,-0.9971683602
0.0000000000,-0.0746929106,0.5799904224,-0.0746234777,-0.9972117812
0.0000000000,-0.0741125551,0.5807196406,-0.0740447278,-0.9972549214
0.0000000000,-0.0735314732,0.5814431775,-0.0734652285,-0.9972977791
0.0000000000,-0.0729496707,0.5821610259,-0.0728849857,-0.9973403526
0.0000000000,-0.0723671531,0.5828731785,-0.0723040051,-0.9973826401
0.0000000000,-0.0717839262,0.5835796281,-0.0717222925,-0.9974246401
0.0000000000,-0.0711999957,0.5842803675,-0.0711398536,-0.9974663509
0.0000000000,-0.0706153674,0.5849753897,-0.0705566944,-0.9975077708
0.0000000000,-0.0700300469,0.5856646875,-0.0699728206,-0.9975488982
0.0000000000,-0.0694440399,0.5863482541,-0.0693882380,-0.9975897315
0.0000000000,-0.0688573523,0.5870260825,-0.0688029525,-0.9976302690
0.0000000000,-0.0682699897,0.5876981657,-0.0682169700,-0.9976705092
