mode,theta0,period,steps,cpu_time,avg_dt,max_error,period_error,real_time
fixed_1e-04,0.67,1.80547544,200000,0.013456,0.000100,0.000006,0.200591,yes
adaptive,0.67,1.80558453,156,0.000026,0.128659,0.000032,0.200482,yes
analytic,0.68,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.68,1.80547589,2007,0.000135,0.010000,0.000006,0.200591,yes
fixed_1e-03,0.68,1.80547591,20061,0.001345,0.001000,0.000006,0.200591,yes
fixed_1e-04,0.68,1.80547591,200000,0.013469,0.000100,0.000006,0.200591,yes
adaptive,0.68,1.80564627,157,0.000027,0.128549,0.000032,0.200420,yes
analytic,0.69,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.69,1.80547636,2007,0.000135,0.010000,0.000007,0.200590,yes
fixed_1e-03,0.69,1.80547638,20061,0.001359,0.001000,0.000007,0.200590,yes
fixed_1e-04,0.69,1.80547638,200000,0.013449,0.000100,0.000007,0.200590,yes
adaptive,0.69,1.80562391,156,0.000026,0.129088,0.000032,0.200443,yes
analytic,0.70,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.70,1.80547684,2007,0.000135,0.010000,0.000007,0.200590,yes
fixed_1e-03,0.70,1.80547686,20061,0.001345,0.001000,0.000007,0.200590,yes
fixed_1e-04,0.70,1.80547686,200000,0.013457,0.000100,0.000007,0.200590,yes
adaptive,0.70,1.80546691,156,0.000026,0.128729,0.000033,0.200600,yes
analytic,0.71,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.71,1.80547732,2007,0.000135,0.010000,0.000007,0.200589,yes
fixed_1e-03,0.71,1.80547734,20061,0.001349,0.001000,0.000007,0.200589,yes
fixed_1e-04,0.71,1.80547734,200000,0.013436,0.000100,0.000007,0.200589,yes
adaptive,0.71,1.80543860,157,0.000027,0.128588,0.000033,0.200628,yes
analytic,0.72,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.72,1.80547782,2007,0.000135,0.010000,0.000008,0.200589,yes
fixed_1e-03,0.72,1.80547783,20061,0.001370,0.001000,0.000008,0.200589,yes
fixed_1e-04,0.72,1.80547783,200000,0.013433,0.000100,0.000008,0.200589,yes
adaptive,0.72,1.80541017,157,0.000027,0.128156,0.000033,0.200657,yes
analytic,0.73,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.73,1.80547831,2007,0.000135,0.010000,0.000008,0.200588,yes
fixed_1e-03,0.73,1.80547833,20061,0.001383,0.001000,0.000008,0.200588,yes
fixed_1e-04,0.73,1.80547833,200000,0.013425,0.000100,0.000008,0.200588,yes
adaptive,0.73,1.80556495,158,0.000027,0.127073,0.000034,0.200502,yes
analytic,0.74,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.74,1.80547882,2007,0.000139,0.010000,0.000008,0.200588,yes
fixed_1e-03,0.74,1.80547884,20061,0.001348,0.001000,0.000008,0.200588,yes
fixed_1e-04,0.74,1.80547884,200000,0.013441,0.000100,0.000008,0.200588,yes
adaptive,0.74,1.80564889,159,0.000027,0.126848,0.000034,0.200418,yes
analytic,0.75,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.75,1.80547933,2007,0.000135,0.010000,0.000009,0.200587,yes
fixed_1e-03,0.75,1.80547935,20061,0.001346,0.001000,0.000009,0.200587,yes
fixed_1e-04,0.75,1.80547935,200000,0.013493,0.000100,0.000009,0.200587,yes
adaptive,0.75,1.80561870,159,0.000027,0.126530,0.000035,0.200448,yes
analytic,0.76,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.76,1.80547985,2007,0.000135,0.010000,0.000009,0.200587,yes
fixed_1e-03,0.76,1.80547987,20061,0.001346,0.001000,0.000009,0.200587,yes
fixed_1e-04,0.76,1.80547987,200000,0.013467,0.000100,0.000009,0.200587,yes
adaptive,0.76,1.80552518,159,0.000028,0.126172,0.000035,0.200542,yes
analytic,0.77,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.77,1.80548038,2007,0.000135,0.010000,0.000009,0.200586,yes
fixed_1e-03,0.77,1.80548039,20061,0.001350,0.001000,0.000009,0.200586,yes
fixed_1e-04,0.77,1.80548039,200000,0.013607,0.000100,0.000009,0.200586,yes
adaptive,0.77,1.80545922,161,0.000028,0.125181,0.000035,0.200607,yes
analytic,0.78,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.78,1.80548091,2007,0.000135,0.010000,0.000010,0.200586,yes
fixed_1e-03,0.78,1.80548093,20061,0.001356,0.001000,0.000010,0.200586,yes
fixed_1e-04,0.78,1.80548093,200000,0.013548,0.000100,0.000010,0.200586,yes
adaptive,0.78,1.80541322,161,0.000027,0.124863,0.000036,0.200653,yes
analytic,0.79,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.79,1.80548145,2007,0.000138,0.010000,0.000010,0.200585,yes
fixed_1e-03,0.79,1.80548147,20061,0.001350,0.001000,0.000010,0.200585,yes
fixed_1e-04,0.79,1.80548147,200000,0.013461,0.000100,0.000010,0.200585,yes
adaptive,0.79,1.80545390,161,0.000028,0.124566,0.000036,0.200613,yes
analytic,0.80,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.80,1.80548200,2007,0.000135,0.010000,0.000010,0.200585,yes
fixed_1e-03,0.80,1.80548201,20061,0.001348,0.001000,0.000010,0.200585,yes
fixed_1e-04,0.80,1.80548201,200000,0.013477,0.000100,0.000010,0.200585,yes
adaptive,0.80,1.80564026,162,0.000027,0.124449,0.000037,0.200426,yes
analytic,0.81,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.81,1.80548255,2007,0.000135,0.010000,0.000011,0.200584,yes
fixed_1e-03,0.81,1.80548257,20061,0.001348,0.001000,0.000011,0.200584,yes
fixed_1e-04,0.81,1.80548257,200000,0.013497,0.000100,0.000011,0.200584,yes
adaptive,0.81,1.80563057,163,0.000027,0.123274,0.000037,0.200436,yes
analytic,0.82,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.82,1.80548311,2007,0.000135,0.010000,0.000011,0.200584,yes
fixed_1e-03,0.82,1.80548313,20061,0.001361,0.001000,0.000011,0.200584,yes
fixed_1e-04,0.82,1.80548313,200000,0.013456,0.000100,0.000011,0.200584,yes
adaptive,0.82,1.80557466,163,0.000028,0.123074,0.000038,0.200492,yes
analytic,0.83,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.83,1.80548368,2007,0.000134,0.010000,0.000012,0.200583,yes
fixed_1e-03,0.83,1.80548369,20061,0.001350,0.001000,0.000012,0.200583,yes
fixed_1e-04,0.83,1.80548369,200000,0.013453,0.000100,0.000012,0.200583,yes
adaptive,0.83,1.80557822,161,0.000027,0.124564,0.000038,0.200488,yes
analytic,0.84,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.84,1.80548425,2007,0.000134,0.010000,0.000012,0.200582,yes
fixed_1e-03,0.84,1.80548427,20061,0.001349,0.001000,0.000012,0.200582,yes
fixed_1e-04,0.84,1.80548427,200000,0.013455,0.000100,0.000012,0.200582,yes
adaptive,0.84,1.80556619,159,0.000027,0.126065,0.000039,0.200500,yes
analytic,0.85,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.85,1.80548483,2007,0.000135,0.010000,0.000013,0.200582,yes
fixed_1e-03,0.85,1.80548485,20061,0.001348,0.001000,0.000013,0.200582,yes
fixed_1e-04,0.85,1.80548485,200000,0.013493,0.000100,0.000013,0.200582,yes
adaptive,0.85,1.80555699,156,0.000027,0.128544,0.000040,0.200510,yes
analytic,0.86,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.86,1.80548542,2007,0.000134,0.010000,0.000013,0.200581,yes
fixed_1e-03,0.86,1.80548544,20061,0.001348,0.001000,0.000013,0.200581,yes
fixed_1e-04,0.86,1.80548544,200000,0.013447,0.000100,0.000013,0.200581,yes
adaptive,0.86,1.80555322,159,0.000027,0.126546,0.000040,0.200513,yes
analytic,0.87,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.87,1.80548601,2007,0.000135,0.010000,0.000013,0.200581,yes
fixed_1e-03,0.87,1.80548603,20061,0.001350,0.001000,0.000013,0.200581,yes
fixed_1e-04,0.87,1.80548603,200000,0.013480,0.000100,0.000013,0.200581,yes
adaptive,0.87,1.80545982,159,0.000027,0.126212,0.000041,0.200607,yes
analytic,0.88,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.88,1.80548662,2007,0.000135,0.010000,0.000014,0.200580,yes
fixed_1e-03,0.88,1.80548663,20061,0.001349,0.001000,0.000014,0.200580,yes
fixed_1e-04,0.88,1.80548663,200000,0.013461,0.000100,0.000014,0.200580,yes
adaptive,0.88,1.80551806,161,0.000028,0.125229,0.000041,0.200549,yes
analytic,0.89,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.89,1.80548722,2007,0.000134,0.010000,0.000014,0.200579,yes
fixed_1e-03,0.89,1.80548724,20061,0.001354,0.001000,0.000014,0.200579,yes
fixed_1e-04,0.89,1.80548724,200000,0.013477,0.000100,0.000014,0.200579,yes
adaptive,0.89,1.80562357,161,0.000028,0.124964,0.000041,0.200443,yes
analytic,0.90,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.90,1.80548784,2007,0.000135,0.010000,0.000015,0.200579,yes
fixed_1e-03,0.90,1.80548786,20061,0.001349,0.001000,0.000015,0.200579,yes
fixed_1e-04,0.90,1.80548786,200000,0.013437,0.000100,0.000015,0.200579,yes
adaptive,0.90,1.80559615,163,0.000028,0.122905,0.000042,0.200471,yes
analytic,0.91,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.91,1.80548846,2007,0.000135,0.010000,0.000015,0.200578,yes
fixed_1e-03,0.91,1.80548848,20061,0.001348,0.001000,0.000015,0.200578,yes
fixed_1e-04,0.91,1.80548848,200000,0.013445,0.000100,0.000015,0.200578,yes
adaptive,0.91,1.80554035,164,0.000028,0.122843,0.000042,0.200526,yes
analytic,0.92,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.92,1.80548909,2007,0.000135,0.010000,0.000016,0.200578,yes
fixed_1e-03,0.92,1.80548911,20061,0.001367,0.001000,0.000016,0.200578,yes
fixed_1e-04,0.92,1.80548911,200000,0.013517,0.000100,0.000016,0.200578,yes
adaptive,0.92,1.80543963,166,0.000029,0.120919,0.000043,0.200627,yes
analytic,0.93,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.93,1.80548973,2007,0.000136,0.010000,0.000016,0.200577,yes
fixed_1e-03,0.93,1.80548974,20061,0.001345,0.001000,0.000016,0.200577,yes
fixed_1e-04,0.93,1.80548974,200000,0.013436,0.000100,0.000016,0.200577,yes
adaptive,0.93,1.80547707,164,0.000028,0.122370,0.000044,0.200590,yes
analytic,0.94,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.94,1.80549037,2007,0.000134,0.010000,0.000017,0.200576,yes
fixed_1e-03,0.94,1.80549039,20061,0.001367,0.001000,0.000017,0.200576,yes
fixed_1e-04,0.94,1.80549039,200000,0.013477,0.000100,0.000017,0.200576,yes
adaptive,0.94,1.80543127,167,0.000028,0.120650,0.000044,0.200635,yes
analytic,0.95,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.95,1.80549102,2007,0.000135,0.010000,0.000017,0.200576,yes
fixed_1e-03,0.95,1.80549104,20061,0.001355,0.001000,0.000017,0.200576,yes
fixed_1e-04,0.95,1.80549104,200000,0.013444,0.000100,0.000017,0.200576,yes
adaptive,0.95,1.80543473,164,0.000028,0.122942,0.000045,0.200632,yes
analytic,0.96,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.96,1.80549168,2007,0.000136,0.010000,0.000018,0.200575,yes
fixed_1e-03,0.96,1.80549169,20061,0.001346,0.001000,0.000018,0.200575,yes
fixed_1e-04,0.96,1.80549169,200000,0.013465,0.000100,0.000018,0.200575,yes
adaptive,0.96,1.80550029,164,0.000028,0.122629,0.000045,0.200566,yes
analytic,0.97,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.97,1.80549234,2007,0.000134,0.010000,0.000019,0.200574,yes
fixed_1e-03,0.97,1.80549236,20061,0.001350,0.001000,0.000019,0.200574,yes
fixed_1e-04,0.97,1.80549236,200000,0.013444,0.000100,0.000019,0.200574,yes
adaptive,0.97,1.80563314,165,0.000028,0.121512,0.000046,0.200434,yes
analytic,0.98,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.98,1.80549301,2007,0.000135,0.010000,0.000019,0.200574,yes
fixed_1e-03,0.98,1.80549303,20061,0.001346,0.001000,0.000019,0.200574,yes
fixed_1e-04,0.98,1.80549303,200000,0.013518,0.000100,0.000019,0.200574,yes
adaptive,0.98,1.80560781,167,0.000029,0.120611,0.000047,0.200459,yes
analytic,0.99,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,0.99,1.80549369,2007,0.000135,0.010000,0.000020,0.200573,yes
fixed_1e-03,0.99,1.80549370,20061,0.001345,0.001000,0.000020,0.200573,yes
fixed_1e-04,0.99,1.80549370,200000,0.013451,0.000100,0.000020,0.200573,yes
adaptive,0.99,1.80554954,166,0.000028,0.121215,0.000046,0.200517,yes
analytic,1.00,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.00,1.80549437,2007,0.000134,0.010000,0.000020,0.200572,yes
fixed_1e-03,1.00,1.80549439,20061,0.001346,0.001000,0.000020,0.200572,yes
fixed_1e-04,1.00,1.80549439,200000,0.013479,0.000100,0.000020,0.200572,yes
adaptive,1.00,1.80551333,166,0.000028,0.121015,0.000048,0.200553,yes
analytic,1.01,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.01,1.80549506,2007,0.000134,0.010000,0.000021,0.200572,yes
fixed_1e-03,1.01,1.80549508,20061,0.001355,0.001000,0.000021,0.200572,yes
fixed_1e-04,1.01,1.80549508,200000,0.013444,0.000100,0.000021,0.200572,yes
adaptive,1.01,1.80545962,167,0.000045,0.119946,0.000049,0.200607,yes
analytic,1.02,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.02,1.80549576,2007,0.000135,0.010000,0.000022,0.200571,yes
fixed_1e-03,1.02,1.80549578,20061,0.001344,0.001000,0.000022,0.200571,yes
fixed_1e-04,1.02,1.80549578,200000,0.013473,0.000100,0.000022,0.200571,yes
adaptive,1.02,1.80545134,169,0.000029,0.119101,0.000049,0.200615,yes
analytic,1.03,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.03,1.80549646,2007,0.000135,0.010000,0.000022,0.200570,yes
fixed_1e-03,1.03,1.80549648,20061,0.001345,0.001000,0.000022,0.200570,yes
fixed_1e-04,1.03,1.80549648,200000,0.013453,0.000100,0.000022,0.200570,yes
adaptive,1.03,1.80543938,168,0.000028,0.119661,0.000049,0.200627,yes
analytic,1.04,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.04,1.80549718,2007,0.000135,0.010000,0.000023,0.200570,yes
fixed_1e-03,1.04,1.80549719,20061,0.001345,0.001000,0.000023,0.200569,yes
fixed_1e-04,1.04,1.80549719,200000,0.013464,0.000100,0.000023,0.200569,yes
adaptive,1.04,1.80555715,167,0.000028,0.120258,0.000051,0.200510,yes
analytic,1.05,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.05,1.80549789,2007,0.000135,0.010000,0.000024,0.200569,yes
fixed_1e-03,1.05,1.80549791,20061,0.001345,0.001000,0.000024,0.200569,yes
fixed_1e-04,1.05,1.80549791,200000,0.013442,0.000100,0.000024,0.200569,yes
adaptive,1.05,1.80563131,168,0.000029,0.119260,0.000052,0.200435,yes
analytic,1.06,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.06,1.80549862,2007,0.000135,0.010000,0.000024,0.200568,yes
fixed_1e-03,1.06,1.80549864,20061,0.001349,0.001000,0.000024,0.200568,yes
fixed_1e-04,1.06,1.80549864,200000,0.013468,0.000100,0.000024,0.200568,yes
adaptive,1.06,1.80559837,170,0.000029,0.118358,0.000052,0.200468,yes
analytic,1.07,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.07,1.80549935,2007,0.000134,0.010000,0.000025,0.200567,yes
fixed_1e-03,1.07,1.80549937,20061,0.001346,0.001000,0.000025,0.200567,yes
fixed_1e-04,1.07,1.80549937,200000,0.013432,0.000100,0.000025,0.200567,yes
adaptive,1.07,1.80555911,170,0.000029,0.118175,0.000052,0.200508,yes
analytic,1.08,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.08,1.80550009,2007,0.000139,0.010000,0.000026,0.200567,yes
fixed_1e-03,1.08,1.80550011,20061,0.001345,0.001000,0.000026,0.200567,yes
fixed_1e-04,1.08,1.80550011,200000,0.013487,0.000100,0.000026,0.200567,yes
adaptive,1.08,1.80555766,168,0.000029,0.119569,0.000053,0.200509,yes
analytic,1.09,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.09,1.80550084,2007,0.000135,0.010000,0.000026,0.200566,yes
fixed_1e-03,1.09,1.80550085,20061,0.001344,0.001000,0.000026,0.200566,yes
fixed_1e-04,1.09,1.80550085,200000,0.013444,0.000100,0.000026,0.200566,yes
adaptive,1.09,1.80555476,168,0.000029,0.119325,0.000055,0.200512,yes
analytic,1.10,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.10,1.80550159,2007,0.000135,0.010000,0.000027,0.200565,yes
fixed_1e-03,1.10,1.80550161,20061,0.001350,0.001000,0.000027,0.200565,yes
fixed_1e-04,1.10,1.80550161,200000,0.013472,0.000100,0.000027,0.200565,yes
adaptive,1.10,1.80550782,171,0.000029,0.117686,0.000055,0.200559,yes
analytic,1.11,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.11,1.80550235,2007,0.000135,0.010000,0.000028,0.200564,yes
fixed_1e-03,1.11,1.80550237,20061,0.001346,0.001000,0.000028,0.200564,yes
fixed_1e-04,1.11,1.80550237,200000,0.013473,0.000100,0.000028,0.200564,yes
adaptive,1.11,1.80544736,171,0.000029,0.117488,0.000055,0.200619,yes
analytic,1.12,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.12,1.80550312,2007,0.000134,0.010000,0.000029,0.200564,yes
fixed_1e-03,1.12,1.80550313,20061,0.001346,0.001000,0.000029,0.200564,yes
fixed_1e-04,1.12,1.80550313,200000,0.013469,0.000100,0.000029,0.200564,yes
adaptive,1.12,1.80558999,171,0.000030,0.117309,0.000057,0.200477,yes
analytic,1.13,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.13,1.80550389,2007,0.000137,0.010000,0.000029,0.200563,yes
fixed_1e-03,1.13,1.80550391,20061,0.001379,0.001000,0.000029,0.200563,yes
fixed_1e-04,1.13,1.80550391,200000,0.013429,0.000100,0.000029,0.200563,yes
adaptive,1.13,1.80561096,175,0.000029,0.114982,0.000057,0.200456,yes
analytic,1.14,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.14,1.80550467,2007,0.000135,0.010000,0.000030,0.200562,yes
fixed_1e-03,1.14,1.80550469,20061,0.001345,0.001000,0.000030,0.200562,yes
fixed_1e-04,1.14,1.80550469,200000,0.013444,0.000100,0.000030,0.200562,yes
adaptive,1.14,1.80556554,176,0.000031,0.114047,0.000057,0.200501,yes
analytic,1.15,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.15,1.80550546,2007,0.000135,0.010000,0.000031,0.200561,yes
fixed_1e-03,1.15,1.80550547,20061,0.001348,0.001000,0.000031,0.200561,yes
fixed_1e-04,1.15,1.80550547,200000,0.013477,0.000100,0.000031,0.200561,yes
adaptive,1.15,1.80557141,179,0.000031,0.112623,0.000059,0.200495,yes
analytic,1.16,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.16,1.80550625,2007,0.000134,0.010000,0.000032,0.200560,yes
fixed_1e-03,1.16,1.80550627,20061,0.001360,0.001000,0.000032,0.200560,yes
fixed_1e-04,1.16,1.80550627,200000,0.013439,0.000100,0.000032,0.200560,yes
adaptive,1.16,1.80552291,180,0.000031,0.111630,0.000058,0.200544,yes
analytic,1.17,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.17,1.80550705,2007,0.000135,0.010000,0.000033,0.200560,yes
fixed_1e-03,1.17,1.80550707,20061,0.001345,0.001000,0.000033,0.200560,yes
fixed_1e-04,1.17,1.80550707,200000,0.013478,0.000100,0.000033,0.200560,yes
adaptive,1.17,1.80552957,178,0.000030,0.112895,0.000059,0.200537,yes
analytic,1.18,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.18,1.80550786,2007,0.000134,0.010000,0.000033,0.200559,yes
fixed_1e-03,1.18,1.80550788,20061,0.001346,0.001000,0.000033,0.200559,yes
fixed_1e-04,1.18,1.80550788,200000,0.013464,0.000100,0.000033,0.200559,yes
adaptive,1.18,1.80553390,176,0.000030,0.114187,0.000061,0.200533,yes
analytic,1.19,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.19,1.80550867,2007,0.000135,0.010000,0.000034,0.200558,yes
fixed_1e-03,1.19,1.80550869,20061,0.001345,0.001000,0.000034,0.200558,yes
fixed_1e-04,1.19,1.80550869,200000,0.013469,0.000100,0.000034,0.200558,yes
adaptive,1.19,1.80553794,174,0.000030,0.115507,0.000062,0.200529,yes
analytic,1.20,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.20,1.80550950,2007,0.000134,0.010000,0.000035,0.200557,yes
fixed_1e-03,1.20,1.80550951,20061,0.001345,0.001000,0.000035,0.200557,yes
fixed_1e-04,1.20,1.80550951,200000,0.013565,0.000100,0.000035,0.200557,yes
adaptive,1.20,1.80553746,172,0.000030,0.116847,0.000063,0.200529,yes
analytic,1.21,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.21,1.80551032,2007,0.000135,0.010000,0.000036,0.200556,yes
fixed_1e-03,1.21,1.80551034,20061,0.001350,0.001000,0.000036,0.200556,yes
fixed_1e-04,1.21,1.80551034,200000,0.013503,0.000100,0.000036,0.200556,yes
adaptive,1.21,1.80553283,170,0.000029,0.118204,0.000064,0.200534,yes
analytic,1.22,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.22,1.80551116,2007,0.000135,0.010000,0.000037,0.200556,yes
fixed_1e-03,1.22,1.80551118,20061,0.001350,0.001000,0.000037,0.200556,yes
fixed_1e-04,1.22,1.80551118,200000,0.013496,0.000100,0.000037,0.200556,yes
adaptive,1.22,1.80552128,167,0.000029,0.120413,0.000065,0.200545,yes
analytic,1.23,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.23,1.80551200,2007,0.000135,0.010000,0.000038,0.200555,yes
fixed_1e-03,1.23,1.80551202,20061,0.001350,0.001000,0.000038,0.200555,yes
fixed_1e-04,1.23,1.80551202,200000,0.013479,0.000100,0.000038,0.200555,yes
adaptive,1.23,1.80547273,164,0.000028,0.122635,0.000067,0.200594,yes
analytic,1.24,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.24,1.80551285,2007,0.000136,0.010000,0.000039,0.200554,yes
fixed_1e-03,1.24,1.80551287,20061,0.001365,0.001000,0.000039,0.200554,yes
fixed_1e-04,1.24,1.80551287,200000,0.013490,0.000100,0.000039,0.200554,yes
adaptive,1.24,1.80546470,163,0.000028,0.123091,0.000068,0.200602,yes
analytic,1.25,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.25,1.80551371,2007,0.000135,0.010000,0.000040,0.200553,yes
fixed_1e-03,1.25,1.80551372,20061,0.001352,0.001000,0.000040,0.200553,yes
fixed_1e-04,1.25,1.80551372,200000,0.013500,0.000100,0.000040,0.200553,yes
adaptive,1.25,1.80548884,163,0.000029,0.122990,0.000070,0.200578,yes
analytic,1.26,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.26,1.80551457,2007,0.000135,0.010000,0.000041,0.200552,yes
fixed_1e-03,1.26,1.80551459,20061,0.001349,0.001000,0.000041,0.200552,yes
fixed_1e-04,1.26,1.80551459,200000,0.013523,0.000100,0.000041,0.200552,yes
adaptive,1.26,1.80552980,164,0.000029,0.123054,0.000071,0.200537,yes
analytic,1.27,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.27,1.80551544,2007,0.000135,0.010000,0.000042,0.200551,yes
fixed_1e-03,1.27,1.80551546,20061,0.001388,0.001000,0.000042,0.200551,yes
fixed_1e-04,1.27,1.80551546,200000,0.013502,0.000100,0.000042,0.200551,yes
adaptive,1.27,1.80557667,164,0.000028,0.123002,0.000072,0.200490,yes
analytic,1.28,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.28,1.80551632,2007,0.000134,0.010000,0.000043,0.200550,yes
fixed_1e-03,1.28,1.80551633,20061,0.001345,0.001000,0.000043,0.200550,yes
fixed_1e-04,1.28,1.80551633,200000,0.013472,0.000100,0.000043,0.200550,yes
adaptive,1.28,1.80560536,166,0.000029,0.121240,0.000073,0.200461,yes
analytic,1.29,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.29,1.80551720,2007,0.000135,0.010000,0.000044,0.200549,yes
fixed_1e-03,1.29,1.80551722,20061,0.001348,0.001000,0.000044,0.200549,yes
fixed_1e-04,1.29,1.80551722,200000,0.013462,0.000100,0.000044,0.200549,yes
adaptive,1.29,1.80562169,167,0.000028,0.120107,0.000073,0.200445,yes
analytic,1.30,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.30,1.80551809,2007,0.000135,0.010000,0.000045,0.200549,yes
fixed_1e-03,1.30,1.80551811,20061,0.001347,0.001000,0.000045,0.200549,yes
fixed_1e-04,1.30,1.80551811,200000,0.013479,0.000100,0.000045,0.200549,yes
adaptive,1.30,1.80562295,168,0.000032,0.120053,0.000075,0.200444,yes
analytic,1.31,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.31,1.80551899,2007,0.000136,0.010000,0.000046,0.200548,yes
fixed_1e-03,1.31,1.80551900,20061,0.001362,0.001000,0.000046,0.200548,yes
fixed_1e-04,1.31,1.80551900,200000,0.013480,0.000100,0.000046,0.200548,yes
adaptive,1.31,1.80550765,170,0.000029,0.118323,0.000076,0.200559,yes
analytic,1.32,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.32,1.80551989,2007,0.000135,0.010000,0.000047,0.200547,yes
fixed_1e-03,1.32,1.80551991,20061,0.001349,0.001000,0.000047,0.200547,yes
fixed_1e-04,1.32,1.80551991,200000,0.013464,0.000100,0.000047,0.200547,yes
adaptive,1.32,1.80551718,169,0.000028,0.118954,0.000076,0.200550,yes
analytic,1.33,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.33,1.80552080,2007,0.000135,0.010000,0.000048,0.200546,yes
fixed_1e-03,1.33,1.80552082,20061,0.001348,0.001000,0.000048,0.200546,yes
fixed_1e-04,1.33,1.80552082,200000,0.013437,0.000100,0.000048,0.200546,yes
adaptive,1.33,1.80548001,169,0.000029,0.118737,0.000077,0.200587,yes
analytic,1.34,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,1.34,1.80552172,2007,0.000141,0.010000,0.000049,0.200545,yes
fixed_1e-03,1.34,1.80552174,20061,0.001367,0.001000,0.000049,0.200545,yes
